"ID Number","_date","year","month","day","end day","display_month","Season","Category","Text","date"
1100,,1932,12.00,15,0,,,,"City Council lowered the mill levy and cut Mayor Kline's budget 20 per cent.",11/1/2001 12:22:39
1101,,1932,12.00,0,0,,,,"The Duquesne Club was building a 13-story addition to its Sixth Street headquarters.",11/1/2001 12:23:03
1102,,1932,0.00,0,0,,,,"Of the 197 homes designed on Buhl Foundation's Chatham Village, 129 were completed.",11/1/2001 12:23:17
1103,,1933,2.00,10,0,,,,"The 10th Street Bridge was completed and opened to traffic.",11/1/2001 12:23:21
1104,,1933,3.00,5,0,,,,"The Pittsburgh Stock Exchange closed at the start of a bank holiday ordered by the President; the Pittsburgh Clearing House prepared to issue scrip.",11/1/2001 12:23:43
1105,,1933,3.00,9,0,,,,"At a rally of 2000 persons in Syria Mosque, plans were made to send a delegation to Harrisburg to fight for city-manager form of government for Pittsburgh.",11/1/2001 12:24:00
1106,,1933,3.00,14,0,,,,"Thirty-three banking institutions in Pittsburgh reopened for normal business activity and were crowded through the day with thousands of depositors.",11/1/2001 12:24:24
1107,,1933,3.00,31,0,,,,"Mayor Charles H. Kline, described as a ""defeated and broken man,"" resigned after seven years in office; Council President John S. Herron became Mayor.",11/1/2001 12:24:40
1108,,1933,4.00,7,0,,,,"The Post-Gazette reported: ""With a whoop of joy, thousands of parched Pittsburgh throats greeted the end of the Great Dry Era at 12:01 o'clock this morning."" Large crowds milled about outside Pittsburgh breweries waiting for first legalized 3.2 beer.",11/1/2001 12:25:44
1109,,1933,4.00,11,0,,,,"A group of 224 men -- the first from Pittsburgh to join President Roosevelt's reforestation army -- entrained for Virginia.",11/1/2001 12:26:04
1110,,1933,8.00,5,0,,,,"Relocated and widened Pittsburgh-Butler Highway (Route 8) was opened to traffic.",11/1/2001 12:27:04
1111,,1933,9.00,1,0,,,,"The Chamber of Commerce estimated that 95 per cent of all Pittsburgh businesses were enrolled under the banner of the NRA Blue Eagle.",11/1/2001 12:27:24
1112,,1933,9.00,20,0,,,,"Modern professional football began in Pittsburgh when the Pittsburgh Pirates, under ownership of Arthur J. Rooney, lost, 23 to 2, to the New York Giants before 25,000 at Forbes Field.",11/1/2001 12:28:00
1113,,1933,10.00,9,0,,,,"After President Roosevelt ordered ""captive mine"" owners to make peace, 75,000 miners of western Pennsylvania returned to work. Philip Murray, international vice-president of the United Mine Workers, and Thomas Moses, president of the H. C. Frick Coke Company, began negotiating differences.",11/1/2001 12:28:23
1114,,1933,10.00,11,0,,,,"Three thousand men ended a six-day attempt to ""bring back prosperity"" by staying on the job and producing steel while barricaded inside the Clairton byproducts plant of Carnegie Steel Company.",11/1/2001 12:29:16
1115,,1933,11.00,7,0,,,,"Pittsburghers voted out the ""blue laws"" and voted in Sunday baseball and other sports. They also approved a constitutional amendment to permit the State Legislature to draft a new metropolitan charter for Pittsburgh.",11/1/2001 12:29:54
1116,,1933,11.00,7,0,,,,"William McNair was elected Mayor.",11/1/2001 12:30:20
1117,,1933,11.00,10,0,,,,"In a conference at the White House, President Roosevelt advised Mayor-elect McNair and his campaign chairman, David L. Lawrence: ""Now give the people of Pittsburgh good administration.""",11/1/2001 12:30:53
1118,,1933,12.00,1,0,,,,"Richard Beatty Mellon, junior partner in the Mellon banking empire, brother of A. W. Mellon, died at the age of 75 in his Fifth Avenue mansion.",11/1/2001 12:31:28
1119,,1934,1.00,1,0,,,,"New year reports showed Pittsburgh business in 1933 increased 18 per cent in volume over 1932.",11/1/2001 12:31:49
1120,,1934,1.00,2,0,,,,"According to news accounts, ""pandemonium broke loose"" at City Hall as Mayor McNair, in his first day in office, began feuding with Council over confirmation of his cabinet appointments.",11/1/2001 12:32:03
1121,,1934,1.00,14,0,,,,"Civil Works Administrator Harry L. Hopkins ordered an investigation into trade union charges of ""political favoritism"" in the hiring of men for CWA jobs in Pittsburgh.",11/1/2001 12:33:29
1122,,1934,2.00,13,0,,,,"Plans were announced for a $350,000 juvenile court and detention home in Oakland.",11/1/2001 12:34:14
1123,,1934,2.00,26,0,,,,"An Akron-to-Pittsburgh passenger train of the Pennsylvania Railroad plunged off a bridge at Merchant Street as it sped into the North Side station; nine persons were killed and 39 injured.",11/1/2001 12:34:38
1124,,1934,3.00,27,0,,,,"Steel mills in the Pittsburgh district retained the 40-hour week and granted 10 per cent pay raises so 100,000 steel workers, increasing district payrolls by a total of approximately $1,750,000 per month.",11/1/2001 12:35:04
1125,,1934,6.00,28,0,,,,"The government approved a $25,000,000 loan to the Allegheny County Authority for a construction program entailing 12,000 jobs for unemployed men.",11/1/2001 12:35:45
1126,,1934,6.00,0,0,,,,"Hervey Allen, Pittsburgh novelist, visited in the city.",11/1/2001 12:36:05
1127,,1934,8.00,9,0,,,,"Pittsburgh artist John Kane became a controversial figure in the national art world.",11/1/2001 12:36:26
1128,,1934,10.00,13,0,,,,"Postmaster James A. Farley dedicated Pittsburgh's new $7,000,000 post office-federal building in an outdoor ceremony on Grant Street.",11/1/2001 12:36:40
1129,,1934,12.00,28,0,,,,"One of the lecturers at the meeting of the American Association for the Advancement of Science, attended by a selected group of 400 scientists, was Professor Albert Einstein; he spoke on the ""equivalent of mass and energy"" in the Carnegie Tech Little Theater.",11/1/2001 12:37:04
1130,,1935,1.00,2,0,,,,"Business activity in Pittsburgh in 1934 was 68 per cent higher than 1933; industrial production was up 5.6 per cent over 1933 and 20 per cent over 1932, according to business summaries.",11/1/2001 12:38:04
1131,,1935,1.00,19,0,,,,"Andrew Mellon announced that he would give his art collection to the federal government to be housed in a gallery in Washington, D.C.",11/1/2001 12:38:34
1132,,1935,2.00,25,0,,,,"The United Engineering and Foundry Company of Pittsburgh received a $3,000,000 order for the Zaporoptal Steel Works in Soviet Russia -- one of the largest contracts ever placed in the United States for foreign shipment.",11/1/2001 12:39:10
1133,,1935,2.00,26,0,,,,"In what was said to be the largest industrial dismantling project in the city's history, the National Tube Company began disassembling its Pennsylvania plans, Second Avenue, and Republic plant, on 24th Street, South Side.",11/1/2001 12:39:48
1134,,1935,3.00,1,0,,,,"A slight earth tremor was felt in the city.",11/1/2001 12:40:16
1135,,1935,3.00,4,0,,,,"In a Democratic caucus in Harrisburg, State Democratic Chairman David L. Lawrence demanded that the McNair ripper bill be pushed through the Legislature. While he later denied having made such a speech in the caucus, he was quoted as saying: ""I put him [McNair] in, and I'll take him out.""",11/1/2001 12:40:32
1136,,1935,3.00,21,0,,,,"Two Pittsburghers -- William P. Witherow, representing industry, and Philip Murray, representing organized labor -- were named by President Roosevelt to the NRA board.",11/1/2001 12:41:32
1137,,1935,3.00,21,0,,,,"Father Cox's Old St. Patrick's Church, a 125-year-old Pittsburgh landmark and one of the most popular churches in the city, was destroyed by fire.",11/1/2001 12:42:10
1138,,1935,4.00,12,0,,,,"The Monongahela House, where policy-making party caucuses were held prior to and during the first Republican convention in 1856 and said to be, for that reason, the ""birthplace of the Republican Party,"" closed its doors. A plan to convert it to Jones and Laughlin office building failed to materialize.",11/1/2001 12:42:52
1139,,1935,5.00,12,0,,,,"Nearly 6000 persons gathered in and about the chapel for dedication of the East Liberty Presbyterian Church, built at a cost of more than $4,000,000 by Mr. and Mrs. R. B. Mellon as a memorial to their respective mothers.",11/1/2001 12:43:44
1140,,1935,6.00,3,0,,,,"Mayor McNair installed a bed in his office in preparation for a long siege in the event the ripper bill against him was passed by State Legislature.",11/1/2001 12:44:31
1141,,1935,6.00,19,0,,,,"The Pittsburgh Metropolitan District Charter bill, amended drastically by the House, was defeated in the State Senate.",11/1/2001 12:44:51
1142,,1935,6.00,23,0,,,,"The McNair ripper bill died with adjournment of the Legislature.",11/1/2001 12:45:36
1143,,1935,10.00,14,0,,,,"Andrew Mellon announced a gift of $10,000,000 for construction of the National Gallery of Art in Washington, D.C.; his private art collection, accumulated at a cost of $25,000,000 and valued at $40,000,000, was made immediately available to the gallery.",11/1/2001 12:46:02
1144,,1935,11.00,5,0,,,,"Pittsburgh and Allegheny County voters approved Sunday movies by a vote of three to one.",11/1/2001 12:46:29
1145,,1935,11.00,24,0,,,,"Large crowds filled theaters of the city as Sunday movies were shown for the first time.",11/1/2001 12:47:01
1146,,1935,12.00,16,0,,,," In the city's healthiest economic signs since before the 1929 crash, Jones and Laughlin announced a $40,000,000 expansion program, including a new $25,000,000 sheet and strip mill on Second Avenue, and the Pennsylvania Railroad placed an order for 10,000 brake sets with the Westinghouse Air Brake Company.",11/1/2001 12:47:16
1147,,1936,1.00,2,0,,,,"Business reviews showed a definite upturn of Pittsburgh business in 1935; general business activity was up 14.7 per cent over 1934 and 45.3 per cent over 1932; department store sales were up 6.5 per cent.",11/1/2001 12:47:59
1148,,1936,2.00,25,0,,,,"Dr. Robert E. Doherty, Yale dean and electrical researcher, was elected president of Carnegie Tech to succeed Dr. Thomas S. Baker.",11/1/2001 12:48:57
1149,,1936,2.00,26,0,,,,"An ice gorge formed in the Allegheny River and moved toward Pittsburgh; flood waters swept over many Western Pennsylvania communities.",11/1/2001 12:49:14
1150,,1936,3.00,17,0,,,,"(St. Patrick's Day): The rivers rose to 34 feet at the Point, and for the first time in 23 years water flowed over the city's low-level streets.",11/1/2001 12:49:34
1151,,1936,3.00,18,0,,,,"Floodwaters reached a crest of 46.4 feet, highest in the city's history, and began receding; some streets were inundated by 20 feet of water.",11/1/2001 12:50:22
1152,,1936,3.00,19,0,,,,"More than 60 persons were believed dead as the flood stage dropped to 32.1 feet; health, relief, and city agencies mustered support to fight disease, hunger, and cold; explosions and fires added to the peril.",11/1/2001 12:51:08
1153,,1936,3.00,19,0,,,,"Between 5000 and 7000 men, women, and children were rescued from flooded homes in the McKees Rocks ""Bottoms.""",11/1/2001 12:51:32
1154,,1936,3.00,20,0,,,,"The flood death toll was reported at 46 known dead and 384 injured; the Red Cross was attempting to assist 50,000 homeless persons; drinking water was restored; bandits and vandals roamed the area.",11/1/2001 12:52:24
1155,,1936,3.00,20,0,,,,"Municipal officers from 200 cities arid towns in the Tri-State area met here in an emergency conference to discuss flood prevention for the future.",11/1/2001 12:52:53
1156,,1936,3.00,22,0,,,,"The Pittsburgh district struggled to get back to normal, but 110,144 men, women, and children remained homeless in Allegheny County.",11/1/2001 12:54:53
1157,,1936,3.00,24,0,,,,"City Council asked the federal government for $10,000,000 to replace and repair 1000 homes destroyed and 8000 damaged by flood waters.",11/1/2001 12:55:21
1158,,1936,3.00,27,0,,,,"The flood death toll rose to 74. The Chamber of Commerce, representing the business interests of Pittsburgh, informed the federal government that the delay of an adequate flood-control program, sought since 1907, had cost Allegheny County between $150,000,000 and $200,000,000 in property loss.",11/1/2001 12:56:19
1159,,1936,3.00,30,0,,,,"The National Guard was withdrawn, the Triangle was reopened.",11/1/2001 12:57:58
1160,,1936,4.00,18,0,,,,"Mayor McNair was jailed for disobeying a court order directing him to return a $100 fine to an alleged numbers writer who had successfully appealed his conviction to County Court; the Mayor was released from jail on agreeing to return the fine.",11/1/2001 12:58:17
1161,,1936,6.00,17,0,,,,"The Steel Workers' Organizing Committee held its first meeting in the Commonwealth Building and named Philip Murray, international vice-president of United Mine Workers, as chairman of a planned organizing campaign.",11/1/2001 12:58:47
1162,,1936,6.00,22,0,,,,"Congress passed the flood-control act, setting up funds for flood-control work in this district.",11/1/2001 12:59:19
1163,,1936,6.00,27,0,,,,"Newly completed Allegheny General Hospital was dedicated.",11/1/2001 12:59:36
1164,,1936,10.00,2,0,,,,"Addressing 50,000 persons at Forbes Field, President Roosevelt predicted a balanced budget based on an increase in national income.",11/1/2001 13:00:13
1165,,1936,10.00,6,0,,,,"With no advance notice, William H. McNair resigned and turned the office of Mayor over to Cornelius P. Scully, president of Council and McNair's bitterest personal enemy in his three years in office.",11/1/2001 13:00:34
1166,,1936,10.00,8,0,,,,"The Reverend Charles E. Coughlin, Detroit radio priest and head of the National Union for Social Justice, in a speech to an overflow crowd of 4500 at Syria Mosque, charged that President Roosevelt ""has adopted communistic activities.""",11/1/2001 13:01:09
1167,,1936,10.00,11,0,,,,"One hundred thousand Catholic men of Pittsburgh assembled at Pitt Stadium for a eucharistic rally.",11/1/2001 13:01:43
1168,,1936,10.00,13,0,,,,"Mayor McNair repented and withdrew his resignation, but Council declined to accept it. Mayor Scully fired Leslie Johnston, public works director.",11/1/2001 13:02:43
1169,,1936,10.00,27,0,,,,"Governor Alfred M. Landon, of Kansas, appeared in Pittsburgh as the Republican presidential candidate and spoke to a crowd of 20,000 at Duquesne Gardens.",11/1/2001 13:03:03
1170,,1936,11.00,3,0,,,,"A total of 560,000 Allegheny County citizens voted in the presidential election to set a balloting record, 150,000 above the previous high. President Roosevelt carried the county by 188,478 votes; county Democrats won five seats in Congress, two in the United States Senate, and 27 in the State House.",11/1/2001 13:03:23
1171,,1936,11.00,8,0,,,,"At the conclusion of a two-day meeting of the CIO, headed by John L. Lewis, Lewis refused to meet William Green of AFL to discuss peace terms between the two union groups.",11/1/2001 13:03:46
1172,,1936,12.00,20,0,,,,"In a mass meeting at the Fort Pitt Hotel, Philip Murray, CIO chairman, declared in his keynote speech that ""the company union must be put out of business."" Employee representatives of 42 steel plants pledged full support to the CIO in its drive to organize all steel workers into one trade union.",11/1/2001 13:04:42
1173,,1937,1.00,1,0,,,,"Pittsburgh business in 1936 was at its highest level since 1930, up 29.2 per cent from 1935.",11/1/2001 13:19:31
1174,,1937,1.00,14,0,,,,"With 500 business guests in attendance, the Carnegie-Illinois Steel Corporation formally opened a new $10,000,000 plant in Homestead, a 100-inch semicontinuous plate mill with a capacity of 729,000 tons per year.",11/1/2001 13:21:25
1175,,1937,1.00,15,0,,,,"William A. Irvin, president of United States Steel, and Benjamin F. Fairless, president of Carnegie-Illinois, announced plans for the expenditure of $60,000,000 for the expansion and improvement of plants at Clairton and Braddock.",11/1/2001 13:21:56
1176,,1937,1.00,20,0,,,,"Three-month strike of 6000 Pittsburgh Plate Glass workers ended with an agreement for an eight-cent hourly pay raise.",11/1/2001 13:24:03
1177,,1937,3.00,17,0,,,,"Five United States Steel subsidiaries, headed by Benjamin F. Fairless, of Carnegie-Illinois, signed the first wage contract with the Steel Workers Organizing Committee. It established in the steel industry the $5-a-day minimum wage, the 40-hour week, vacations with pay, seniority rights, and grievance procedure.",11/1/2001 13:24:51
1178,,1937,4.00,21,0,,,,"Buhl Foundation gave $750,000 to the city for a planetarium and institute of popular science on the site of the old Allegheny City Hall.",11/1/2001 13:25:25
1179,,1937,4.00,26,0,,,,"Rivers hit crest of 35.1 feet, but only low-lying areas were affected. State Senator William B. Rodgers, Jr. demanded federal government make an immediate start on the long-delayed flood control program.",11/1/2001 13:25:49
1180,,1937,5.00,4,0,,,,"The Better Traffic Committee endorsed Mayor Scully's plan to make Forbes Street and Fifth Avenue one-way streets and to construct a short trolley loop in the downtown area.",11/1/2001 13:26:48
1181,,1937,5.00,6,0,,,,"Andrew W. Mellon dedicated the $10,000,000 Mellon Institute at the start of a five-day program in Carnegie Music Hall, highlighted by an announcement of a new successful treatment for pneumonia, developed by Institute scientists. Among the scores of leading scientists in attendance were three Nobel prize winners -- Drs. H. C. Urey, W. P. Murphy, and Irving Langmuir.",11/1/2001 13:27:21
1182,,1937,5.00,11,0,,,,"Mayor Scully proposed a $70,400,000 ""pure water supply"" to be brought to Pittsburgh and neighboring communities by an aqueduct system from northern creeks.",11/1/2001 13:28:09
1183,,1937,5.00,12,0,,,,"Twenty-five thousand men were idled at Jones and Laughlin's Pittsburgh and Aliquippa plants by a strike ordered by Philip Murray in the Steel Workers Organizing Committee organizational drive. Jones and Laughlin and a group of other operators were accused by the union of violating the Wagner Labor Relations Act by refusing to sign wage scale contracts.",11/1/2001 13:28:28
1184,,1937,5.00,20,0,,,,"In the nation's largest collective bargaining election, steel workers in Jones and Laughlin plants voted 17,028 for the CIO Amalgamated Association of Iron, Steel, and Tin Workers and 7207 against.",11/1/2001 13:29:33
1185,,1937,5.00,21,0,,,,"Governor Earle signed a bill to create a turnpike commission to is-sue $50,000,000 to $65,000,000 in bonds to finance construction of an ""all-weather"" toll highway from Pittsburgh to Harrisburg.",11/1/2001 13:30:04
1186,,1937,5.00,22,0,,,,"The Carnegie-Illinois Steel Corporation broke ground for its new Irvin works in West Mifflin Township estimated to cost $63,000,000 and employ 4000 men.",11/1/2001 13:30:39
1187,,1937,6.00,2,0,,,,"The Stephen C. Foster Memorial adjoining the Cathedral of Learning was dedicated.",11/1/2001 13:30:52
1188,,1937,6.00,4,0,,,,"The Westinghouse Electric Corporation was building a cyclotron.",11/1/2001 13:31:24
1189,,1937,6.00,7,0,,,,"As the climax of a week-long celebration of the 150th anniversary of its founding, the University of Pittsburgh celebrated the completion of its 42-story Cathedral of Learning a decade after construction on the building was started.",11/1/2001 13:31:37
1190,,1937,9.00,10,0,,,,"The Kelsey-Hayes Wheel Company of Detroit, nation's largest manufacturer of auto wheels, announced purchase of a Neville Island property as site for a $1,000,000 plant to employ 1500 persons.",11/1/2001 13:31:54
1191,,1937,9.00,13,0,,,,"The Post-Gazette initiated a series of articles by Ray Sprigle, exposing United States Supreme Court Justice Hugo L. Black as a member of the Ku Klux Klan; the articles led to demands for Justice Black's resignation.",11/1/2001 13:32:26
1192,,1937,9.00,13,0,,,,"The PWA in Washington announced a $2,847,000 appropriation for construction of a proposed psychiatric hospital on the Pitt campus.",11/1/2001 13:33:52
1193,,1937,9.00,16,0,,,,"The AFL-Central Labor Union expelled its president, Patrick C. Fagan, for his support of Mayor Scully. The Mayor had opposed the union's endorsement of the Kane-McArdle faction in the Democratic primary. All other CIO delegates were also expelled, and Fagan immediately announced formation of a ""CIO-Central Labor Union"" (Steel City Industrial Union).",11/1/2001 13:34:34
1194,,1937,9.00,20,0,,,,"Andrew W. Mellon, who died on August 26, left his vast estate to his son, Paul Mellon, and son-in-law, David K. E. Bruce, to be administered ""as they shall deem advisable and for best interests of my estate."" The will bound them only to the deed that created the A. W. Mellon Educational and Charitable Trust, under which Mr. Mellon's bequest to the public was estimated at between $100,000,000 and $500,000,000.",11/1/2001 13:35:42
1195,,1937,10.00,1,0,,,,"In a nationwide radio talk Justice Hugo Black admitted membership in the Ku Klux Klan, as charged by Ray Sprigle, but stated that he resigned after a successful primary race for the United States Senate and disclaimed all sympathy for the movement.",11/1/2001 13:40:48
1196,,1937,10.00,20,0,,,,"Chief Justice John W. Kephart, of the State Supreme Court, dedicated the new $350,000 Juvenile Court here, calling it a ""monument to an enlightened judicial system.""",11/1/2001 14:46:53
1197,,1937,10.00,20,0,,,,"Ground was broken at Crooked Creek dam site on upper Allegheny River, first of a network of dams to protect the Pittsburgh area from floods.",11/1/2001 14:47:16
1198,,1937,10.00,21,0,,,,"After a 10-year rebuilding job, directed by Edward Specter, the Pittsburgh Symphony Orchestra, backed by a successful public campaign for $300,000, presented its first concert as a major orchestra with Otto Klemperer as guest conductor.",11/1/2001 14:47:36
1199,,1937,10.00,27,0,,,,"Benjamin F. Fairless was elected president of the U.S. Steel Corp.",11/1/2001 14:48:11
1200,,1937,11.00,20,0,,,,"The Homestead High Level Bridge was dedicated.",11/1/2001 14:48:26
1201,,1937,12.00,2,0,,,,"Allegheny Housing Authority was established.",11/1/2001 14:48:41
1202,,1937,2.00,3,0,,,,"The famed Lucy Furnace, first blast furnace built by Andrew Carnegie and named for his brother's wife, was dismantled.",11/1/2001 14:49:06
1203,,1937,12.00,3,0,,,,"Air pilots said Pittsburgh appeared ""like a ball of black ink"" as one of the city's heaviest smoke screens cut Downtown visibility to 300 feet, slowed traffic, and caused lights to be turned on at high noon; home furnaces were held to be the chief cause.",11/1/2001 14:49:26
1204,,1937,12.00,8,0,,,,"Pittsburgh became the center of national steel production when United States Steel decided to move its management headquarters to Pittsburgh.",11/1/2001 14:50:07
1205,,1937,12.00,8,0,,,,"The federal government earmarked $10,000,000 for low-cost housing projects planned by the Pittsburgh Housing Authority.",11/1/2001 14:50:25
1206,,1938,1.00,1,0,,,,"Reports showed that, de-spite a recession in the closing months of the year, Pittsburgh business activity for 1937 was up 8.7 per cent over 1936; the total resources of 97 banks in Allegheny County were reported to be $1,507,604,000.",11/1/2001 14:50:43
1207,,1938,1.00,1,0,,,,"At this date wage contracts between the Steel Workers Organizing Committee and the steel industry totaled 445.",11/1/2001 14:51:10
1208,,1938,1.00,20,0,,,,"Fallingwater, Edgar Kaufmann's country home designed by Frank Lloyd Wright, was viewed by interested visitors.",11/1/2001 14:51:42
1209,,1938,1.00,27,0,,,,"A plan for creating a historic memorial park in Pittsburgh, covering a 36-acre area at the Point and including proposed restoration of Fort Pitt and Fort Duquesne on their original sites, was before the National Park Service in Washington.",11/1/2001 14:51:59
1210,,1938,1.00,27,0,,,,"The WPA fixed the cost of a proposed sewage-disposal system to end stream pollution in Allegheny County at $25,000,000.",11/1/2001 14:52:22
1211,,1938,3.00,3,0,,,,"Fritz Reiner, noted Hungarian conductor, was appointed full-time director of the Pittsburgh Symphony Orchestra.",11/1/2001 14:52:39
1212,,1938,3.00,26,0,,,,"Six hundred Pittsburgh business and civic leaders, at a dinner in the William Penn Hotel, were informed that Secretary of the Interior Harold Ickes had approved the Point as a site for a historic memorial. A Point Park commission was promoting the plan under chairmanship of Frank C. Harper.",11/1/2001 14:53:01
1213,,1938,4.00,5,0,,,,"Myron C. Taylor resigned as chairman of the board of United States Steel.",11/1/2001 14:53:27
1214,,1938,4.00,14,0,,,,"Using the same gold-plated shovel that started the grading of Grant's Hill, known locally as the Hump, Mayor Scully broke ground for the $1,050,000 Buhl Planetarium.",11/1/2001 14:53:57
1215,,1938,5.00,2,0,,,,"Ray Sprigle was awarded the Pulitzer Prize for his expose of Justice Hugo Black's affiliation with Ku Klux Klan.",11/1/2001 14:54:21
1216,,1938,5.00,5,0,,,,"Downtown traffic was bottled up by a city-wide strike of parking-lot and garage attendants called by taxi-cab drivers' union.",11/1/2001 14:54:36
1217,,1938,5.00,11,0,,,,"The Pittsburgh Railways Company, which had emerged from a receivership in 1922, again went into bankruptcy.",11/1/2001 14:55:06
1218,,1938,5.00,12,0,,,,"Homeopathic Hospital changed its name to Shadyside.",11/1/2001 14:55:22
1219,,1938,5.00,12,0,,,,"A survey conducted by the city's Bureau of Smoke Regulation indicated that smog was a major factor in Pittsburgh's high pneumonia death rate.",11/1/2001 14:55:37
1220,,1938,5.00,17,0,,,,"The Allegheny and Ludlum Steel companies were merged.",11/1/2001 14:55:58
1221,,1938,6.00,24,0,,,,"Carnegie-Illinois announced a reduction in steel prices to approximately the level prior to 1938.",11/1/2001 14:56:23
1222,,1938,6.00,0,0,,,,"Steel Workers Organizing Committee contracts in the steel industry were increased to cover 529 mills.",11/1/2001 14:56:38
1223,,1938,9.00,2,0,,,,"Douglas ""Wrong Way"" Corrigan, solo transatlantic flier, was a special guest at the opening of Allegheny County's Sesquicentennial Anniversary celebration.",11/1/2001 14:56:56
1224,,1938,10.00,1,0,,,,"The Pittsburgh Housing Authority announced its first low-cost housing project would be located in the Hill District and named Bedford Dwellings, initial step in a $40,000,000 city-county slum-clearance program.",11/1/2001 14:57:21
1225,,1938,11.00,8,0,,,,"The Democrats lost heavily in Allegheny County.",11/1/2001 14:58:01
1226,,1938,11.00,15,0,,,,"In its first constitutional convention at the Grotto, in North Side Pittsburgh, the CIO became a permanent organization; it also voted for a ""no compromise"" stand for peace on its own terms in its three-year war with the AFL.",11/1/2001 14:58:26
1227,,1938,11.00,20,0,,,,"After five years in construction, the Heinz Chapel, topped by a 235-foot spire, was dedicated on the Pitt campus as the gift of the Heinz family.",11/1/2001 15:00:06
1228,,1938,11.00,21,0,,,,"David L. Lawrence testified in Harrisburg before a legislative committee investigating charges that he and other high officers of state had engaged in a conspiracy involving ""bribery, extortion, and coercion.""",11/1/2001 15:00:39
1229,,1938,12.00,13,0,,,,"The world's largest slabbing mill went into operation at the Edgar Thomson works of Carnegie-Illinois in Braddock.",11/1/2001 15:01:13
1230,,1938,12.00,15,0,,,,"Nearly 2000 business leaders attended dedication of new $60,000,000 Irvin works.",11/1/2001 15:01:43
1231,,1938,12.00,19,0,,,,"Again with the gold-plated ""Hump shovel,"" Mayor Scully broke ground for the $3,000,000 Bedford Dwellings, low-cost housing community for 420 families.",11/1/2001 15:02:09
1232,,1938,12.00,0,0,,,,"The Pittsburgh Regional Planning Association, successor to the Municipal Planning Association, undertook a series of studies to attempt to find ways of halting the decline of property values in Pittsburgh.",11/1/2001 15:02:50
1233,,1939,1.00,3,0,,,,"The effects of a business recession were felt in 1938, when business activity was down 39.3 per cent from 1937.",11/1/2001 15:03:12
1234,,1939,1.00,0,0,,,,"A $5,000,000 Monongahela River front improvement was started with WPA funds.",11/1/2001 15:03:33
1235,,1939,2.00,21,0,,,,"Army engineers recommended a $207,000,000 Beaver-Youngstown canal with ""dead end"" at Youngstown. Pittsburgh civic and business interests immediately mobilized to continue their 20-year fight for a canal extending to Lake Erie.",11/1/2001 15:03:55
1236,,1939,3.00,5,0,,,,"The University of Pittsburgh's greatest era as a national football power ended with the resignation of Dr. John B. (Jock) Sutherland as head coach.",11/1/2001 15:04:45
1237,,1939,3.00,10,0,,,,"Pitt students went on strike in protest against Dr. Sutherland's resignation and against what they called ""autocratic administrative evils"" and the ""bungling policies"" of Chancellor John G. Bowman.",11/1/2001 15:05:42
1238,,1939,3.00,13,0,,,,"The city began construction of an $890,000 incinerator plant, its first, at the foot of 29th Street in Lawrenceville.",11/1/2001 15:07:06
1239,,1939,3.00,14,0,,,,"A new metropolitan commission was created at a meeting of business, labor, and civic representatives; its purpose was to formulate a ""political reorganization which will produce the maximum of efficiency under the maximum of home rule.""",11/1/2001 15:07:34
1240,,1939,4.00,17,0,,,,"The newly proposed metropolitan plan of government, seeking to establish Pittsburgh as the nation's fifth city in size with a population of 1,700,000, was defeated at Harrisburg when it failed to receive the backing of Allegheny County senators, Democrats and Republicans alike.",11/1/2001 15:08:01
1241,,1939,4.00,27,0,,,,"After five years of planning, work was underway to widen and re-build Bigelow Boulevard into a four-lane highway at a cost of $1,800,000.",11/1/2001 15:08:39
1242,,1939,4.00,27,0,,,,"Federal Court issued an injunction, sought by the Pittsburgh Railways Company, to restrain the city from enforcing a one-way traffic plan on Forbes and Fifth Avenue during closing of Bigelow Boulevard.",11/1/2001 15:09:06
1243,,1939,5.00,27,0,,,,"A 310-family project in McKees Rocks, with rents averaging $12.50 to $15 per month, was authorized by President Roosevelt for immediate construction as the first project in Allegheny County's $19,000,000 public-housing program.",11/1/2001 15:09:27
1244,,1939,6.00,2,0,,,,"Because of improved business conditions, Westinghouse made full restoration of pay cuts ordered in 1938.",11/1/2001 15:09:56
1245,,1939,6.00,19,0,,,,"State Supreme Court upheld a verdict awarding $800,000 to Pennsylvania Railroad for damages against the city as the result of 1920 Bigelow Boulevard landslide.",11/1/2001 15:10:17
1246,,1939,6.00,0,0,,,,"A glass house, the first of its kind to be made, was built in the city to be exhibited at the World's Fair in New York.",11/1/2001 15:10:56
1247,,1939,9.00,3,0,,,,"Thousands of persons of all faiths, attending the county fair, joined in a peace demonstration as Great Britain declared war on Nazi Germany.",11/1/2001 15:11:15
1248,,1939,10.00,24,0,,,,"Buhl Planetarium, built at a cost of $1,100,000 and containing a giant projector, was dedicated; 400 scientists were guests at the first sky show.",11/1/2001 15:11:44
1249,,1939,11.00,3,0,,,,"Pittsburgh had its first movie ""world premiere"" in Hollywood style, with the showing of Allegheny 'Uprising at Loew's Penn; among guests was Claire Trevor, one of the stars of the film.",11/1/2001 15:12:10
